,host_total_listings_count,room_type_1,room_type_2,room_type_3,room_type_4,room_type_-1,accommodates,bathrooms,bedrooms,bed_type_1,bed_type_2,bed_type_3,bed_type_4,price,guests_included,minimum_nights,maximum_nights,availability_365,number_of_reviews
4381,1.0,1,0,0,0,0,6,1.0,3.0,1,0,0,0,400,1,4,5,0,0
4484,1.0,1,0,0,0,0,9,3.0,3.0,1,0,0,0,475,1,3,1125,40,71
3681,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,350,1,2,14,171,14
5208,2.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,25,1,31,100,93,1
6333,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,100,1,2,1125,137,0
1606,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,100,1,3,14,0,4
4166,1.0,1,0,0,0,0,5,1.0,2.0,1,0,0,0,395,1,3,1125,8,0
2528,1.0,1,0,0,0,0,6,2.0,4.0,1,0,0,0,475,6,3,7,365,0
6242,3.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,245,4,2,31,297,9
3254,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,129,1,1,1125,0,6
7858,38.0,0,0,1,0,0,6,2.0,2.0,1,0,0,0,100,4,1,1000,8,40
4154,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,66,1,2,1125,203,118
2524,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,500,5,1,3,0,2
2169,1.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,1000,6,4,6,0,4
4749,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,39,1,2,14,79,15
680,1.0,1,0,0,0,0,7,2.0,3.0,1,0,0,0,489,1,3,4,0,0
7974,51.0,0,0,1,0,0,16,2.0,2.0,1,0,0,0,489,16,1,1125,361,62
276,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,35,3,1,5,0,17
140,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,32,1,30,1125,173,3
4940,2.0,1,0,0,0,0,16,6.0,6.0,1,0,0,0,1800,16,2,30,326,10
4852,2.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,79,4,2,1125,241,186
7437,13.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,115,2,1,1125,358,6
5067,2.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,195,4,3,1125,293,81
6899,6.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,99,2,60,365,322,3
7959,51.0,0,0,1,0,0,16,2.0,3.0,1,0,0,0,889,16,1,1125,359,4
4641,2.0,1,0,0,0,0,10,2.0,2.0,1,0,0,0,286,4,3,90,90,15
6140,3.0,1,0,0,0,0,8,1.0,2.0,1,0,0,0,150,1,1,365,65,90
4888,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,110,1,2,7,52,43
4814,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,100,1,1,7,0,0
2286,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,65,1,2,14,0,2
6903,6.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,169,2,1,180,338,27
5776,2.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,110,1,1,31,153,83
4216,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,50,1,1,1125,84,50
4053,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,50,1,1,1125,0,2
110,1.0,1,0,0,0,0,9,3.0,4.0,1,0,0,0,164,1,2,1125,10,7
8693,1.0,1,0,0,0,0,5,1.0,2.0,1,0,0,0,80,1,1,1125,18,2
4501,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,78,2,1,31,0,25
1966,1.0,1,0,0,0,0,8,4.0,4.0,1,0,0,0,1200,1,3,1125,365,0
8575,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,44,2,2,7,0,4
8355,147.0,1,0,0,0,0,5,1.0,1.0,1,0,0,0,263,5,2,1125,356,6
2678,1.0,1,0,0,0,0,4,2.0,1.0,1,0,0,0,75,3,30,365,226,10
1475,1.0,1,0,0,0,0,3,1.0,1.0,0,0,0,1,125,1,3,1125,0,46
4577,2.0,1,0,0,0,0,7,2.0,3.0,1,0,0,0,200,6,1,1125,42,29
7292,10.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,107,2,30,180,216,11
6625,4.0,1,0,0,0,0,10,3.0,5.0,1,0,0,0,1599,1,3,1125,339,77
6816,5.0,1,0,0,0,0,12,3.0,3.0,1,0,0,0,350,6,1,1100,349,32
6628,4.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,190,1,3,1125,126,15
8020,74.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,155,8,2,1125,16,82
1448,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,79,1,1,1125,340,49
1115,1.0,0,0,0,1,0,2,4.0,1.0,1,0,0,0,67,1,1,10,0,3
8712,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,150,1,2,11,0,0
7253,9.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,35,1,1,14,12,4
6982,6.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,115,4,1,27,153,27
6142,3.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,69,6,1,1125,336,76
3877,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,200,1,2,5,0,0
2263,1.0,0,0,0,1,0,4,1.0,2.0,1,0,0,0,59,2,14,1125,78,1
4221,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,54,1,30,365,115,1
6482,4.0,1,0,0,0,0,2,1.0,2.0,1,0,0,0,81,1,29,1125,273,0
2177,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,168,1,2,60,0,15
4816,2.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,525,1,1,1125,0,0
6884,5.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,300,6,1,1125,0,68
1869,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,90,3,1,1125,0,1
1450,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,90,1,30,30,179,0
8492,653.0,0,0,0,1,0,6,2.0,2.0,1,0,0,0,199,1,2,7,39,0
4136,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,95,1,1,1,0,2
2901,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,262,1,3,30,335,65
5951,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,1,1,1125,60,165
2039,1.0,1,0,0,0,0,8,3.0,3.0,1,0,0,0,900,8,2,7,21,0
828,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,500,1,1,1125,0,1
7208,9.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,95,2,1,360,44,178
778,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,599,5,3,1125,0,1
4988,2.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,175,2,1,1125,65,24
4208,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,43,1,1,1125,363,0
2116,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,114,4,1,1125,45,185
1309,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,500,1,1,1125,179,0
8302,146.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,221,6,2,1125,231,7
7477,14.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,175,1,1,1125,31,44
2892,1.0,1,0,0,0,0,5,2.0,3.0,1,0,0,0,175,1,6,14,0,3
8010,72.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,109,1,1,30,41,1
7196,9.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,35,1,1,14,79,233
4928,2.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,115,2,2,60,334,33
4087,1.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,70,1,2,1125,0,4
8424,405.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,330,1,2,1125,344,1
2389,1.0,1,0,0,0,0,3,1.0,2.0,1,0,0,0,110,1,30,1125,365,0
8242,144.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,120,2,2,1125,348,1
1886,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,32,1,1,7,0,22
1621,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,125,2,1,30,317,104
7258,9.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,119,2,5,365,332,48
4540,1.0,0,0,0,1,0,8,1.0,3.0,1,0,0,0,95,1,1,10,66,25
4578,2.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,70,1,4,1125,13,10
6420,4.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,85,4,2,1125,146,40
6478,4.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,44,1,1,7,53,21
6988,6.0,1,0,0,0,0,24,5.0,7.0,1,0,0,0,2250,24,1,365,313,25
2706,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,180,1,1,1125,0,2
7815,34.0,1,0,0,0,0,12,2.0,2.0,1,0,0,0,119,1,1,1125,338,4
3713,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,199,1,1,1125,0,0
1063,1.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,65,1,1,3,0,1
508,1.0,1,0,0,0,0,16,2.0,4.0,1,0,0,0,600,1,3,180,170,1
4129,1.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,45,1,4,1125,17,1
5648,2.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,350,1,2,3,0,2
2464,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,1400,1,2,1125,0,0
7188,8.0,1,0,0,0,0,16,2.0,3.0,1,0,0,0,229,1,2,1100,353,20
6194,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,2,1,1125,54,58
3119,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,121,2,1,60,129,131
82,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,90,1,1,8,0,3
2764,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,95,2,2,1125,25,3
7668,24.0,1,0,0,0,0,12,4.0,4.0,1,0,0,0,2873,1,3,365,314,0
226,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,480,2,30,365,291,5
8221,144.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,101,2,2,1125,336,19
4800,2.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,150,1,1,1125,0,5
5395,2.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,185,1,2,1125,158,29
1755,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,149,1,2,1125,0,28
2284,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,150,1,2,1125,259,141
1251,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,57,1,1,1125,0,1
2299,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,75,4,2,10,3,21
5816,2.0,1,0,0,0,0,14,5.0,6.0,1,0,0,0,400,8,2,1125,69,43
3180,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,380,1,2,1125,0,0
3943,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,150,4,2,1125,30,3
3411,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,150,1,1,4,0,1
7939,46.0,1,0,0,0,0,12,4.0,5.0,1,0,0,0,1573,12,3,365,357,0
6960,6.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,81,2,2,100,224,60
4222,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,350,1,1,4,0,0
4145,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,120,6,2,8,0,2
6841,5.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,55,1,1,1125,28,124
6740,4.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,45,1,1,120,261,0
2295,1.0,1,0,0,0,0,6,1.0,1.0,1,0,0,0,150,1,2,1125,0,4
7466,14.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,169,1,3,180,1,0
4275,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,135,2,2,31,79,42
7824,34.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,326,4,1,365,128,110
4787,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,1,1,1125,140,19
8103,79.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,37,1,29,1125,298,0
6379,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,60,2,1,30,172,3
8357,147.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,131,6,2,1125,350,1
304,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,91,1,3,30,0,21
8516,1.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,600,1,1,7,250,12
1695,1.0,1,0,0,0,0,2,2.0,1.0,1,0,0,0,125,1,2,1125,121,9
6772,5.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,107,2,1,125,18,18
932,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,189,2,1,1125,0,16
3427,1.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,550,6,2,1125,167,42
5849,3.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,157,2,1,30,212,265
7418,12.0,1,0,0,0,0,6,1.0,1.0,1,0,0,0,59,1,1,1125,76,15
2978,1.0,0,1,0,0,0,2,1.0,1.0,1,0,0,0,23,1,1,1125,0,5
491,1.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,150,4,1,1124,225,158
4850,2.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,225,1,3,1125,0,0
4676,2.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,165,2,2,30,66,133
7915,46.0,1,0,0,0,0,16,4.0,4.0,1,0,0,0,3776,16,3,365,364,0
150,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,125,4,2,1125,316,145
6121,3.0,1,0,0,0,0,16,5.0,5.0,1,0,0,0,3794,16,4,365,183,1
4319,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,89,1,3,7,75,100
8002,58.0,0,0,1,0,0,5,2.0,2.0,1,0,0,0,175,5,2,1125,107,103
8032,74.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,193,10,2,1125,105,85
6723,4.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,56,1,1,29,67,31
7956,51.0,0,0,1,0,0,16,2.0,2.0,1,0,0,0,489,16,1,1125,356,102
1770,1.0,1,0,0,0,0,4,2.0,3.0,1,0,0,0,100,2,2,31,0,42
1726,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,75,2,1,14,126,85
3129,1.0,1,0,0,0,0,8,3.0,4.0,1,0,0,0,1600,8,3,14,339,8
7567,19.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,50,2,30,1125,171,0
409,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,150,1,2,7,0,27
5850,3.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,57,1,1,1125,0,1
5577,2.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,105,2,2,31,251,361
5286,2.0,1,0,0,0,0,1,1.0,1.0,1,0,0,0,80,1,2,3,0,11
1984,1.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,515,1,1,1125,365,0
8596,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,99,1,1,7,3,0
247,1.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,200,1,3,5,0,2
6736,4.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,119,1,1,1125,0,49
5918,3.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,95,4,30,365,215,52
1550,1.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,65,1,2,1125,0,0
1679,1.0,1,0,0,0,0,6,1.0,3.0,1,0,0,0,500,1,3,3,0,0
1270,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,75,2,2,60,165,29
3152,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,65,1,4,6,0,0
5082,2.0,0,0,0,1,0,2,1.0,1.0,0,1,0,0,70,2,1,1125,41,13
928,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,125,4,1,90,150,216
4526,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,300,1,5,14,90,0
8263,144.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,129,2,2,1125,317,4
6180,3.0,1,0,0,0,0,3,1.0,2.0,1,0,0,0,105,1,1,90,0,4
1069,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,139,2,2,1125,318,40
8438,405.0,1,0,0,0,0,13,2.0,2.0,1,0,0,0,265,1,2,1125,334,18
6855,5.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,100,2,2,60,307,199
7987,54.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,120,1,3,14,13,0
2813,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,600,1,3,1125,0,0
7616,21.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,64,2,1,1125,346,109
1042,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,55,1,2,1125,57,9
3985,1.0,0,0,0,1,0,2,1.0,1.0,0,0,1,0,295,1,1,1125,0,1
1148,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,400,1,1,1125,365,0
284,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,15,1,2,1125,0,3
5901,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,275,1,3,10,0,0
6938,6.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,225,1,2,1125,178,11
4174,1.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,215,1,3,30,272,162
3894,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,115,1,2,14,0,2
3545,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,250,2,1,4,89,0
1426,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,150,1,1,1125,0,1
3816,1.0,1,0,0,0,0,7,2.0,3.0,1,0,0,0,275,1,3,1125,2,6
2756,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,120,1,2,1125,260,25
6289,3.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,90,1,28,100,274,0
3731,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,34,2,1,1125,0,11
7257,9.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,136,1,1,240,203,1
5712,2.0,0,1,0,0,0,1,1.0,1.0,1,0,0,0,60,1,1,1125,90,0
1325,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,85,1,2,1125,327,109
1534,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,105,1,2,10,57,131
5966,3.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,66,1,30,1125,206,7
2094,1.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,100,2,2,1125,23,20
8513,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,350,1,1,1125,6,0
6636,4.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,99,2,1,28,148,1
4041,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,139,1,3,1125,0,63
5454,2.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,90,4,2,180,92,134
6743,5.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,250,1,2,1125,0,0
4626,2.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,180,1,5,90,0,2
6410,3.0,1,0,0,0,0,8,2.0,2.0,1,0,0,0,160,1,1,1125,170,12
827,1.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,165,1,1,1125,153,13
4609,2.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,200,2,90,365,153,0
5367,2.0,1,0,0,0,0,8,3.0,3.0,1,0,0,0,500,1,2,1125,10,5
3447,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,100,1,1,1125,0,0
6588,4.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,184,1,3,1125,250,13
1568,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,75,1,1,1125,0,2
3946,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,70,2,2,2,0,1
4685,2.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,300,2,2,1125,299,9
2326,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,149,1,2,1125,2,29
3339,1.0,1,0,0,0,0,8,1.0,2.0,1,0,0,0,300,1,3,1125,0,1
4469,1.0,1,0,0,0,0,8,3.0,3.0,1,0,0,0,1600,1,1,1125,0,2
5650,2.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,350,2,1,30,0,8
1973,1.0,1,0,0,0,0,7,3.0,4.0,1,0,0,0,1495,1,4,1125,0,0
1941,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,100,2,1,1125,0,12
3544,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,100,4,2,180,46,43
7733,30.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,139,1,30,1125,365,1
5728,2.0,1,0,0,0,0,7,3.0,4.0,1,0,0,0,450,7,1,100,251,11
2060,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,250,1,1,1125,0,0
2795,1.0,1,0,0,0,0,6,3.0,2.0,1,0,0,0,700,2,3,8,88,0
2411,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,450,1,1,1125,365,1
6647,4.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,137,3,1,31,331,40
2124,1.0,1,0,0,0,0,7,3.0,3.0,1,0,0,0,300,7,2,7,38,4
8704,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,115,1,1,7,22,0
421,1.0,0,0,0,1,0,3,2.0,1.0,1,0,0,0,33,2,2,14,0,2
849,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,295,6,2,1125,349,19
8228,144.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,123,2,2,1125,325,20
210,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,375,1,2,1125,0,0
5920,3.0,1,0,0,0,0,6,2.0,4.0,1,0,0,0,450,4,4,10,315,7
8,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,85,1,2,1125,0,4
2054,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,41,1,1,5,157,9
4240,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,194,4,1,365,0,4
5538,2.0,1,0,0,0,0,10,2.0,4.0,1,0,0,0,117,4,30,1125,292,27
1959,1.0,1,0,0,0,0,6,2.0,0.0,1,0,0,0,225,2,3,1125,347,44
3719,1.0,1,0,0,0,0,10,1.0,2.0,1,0,0,0,375,1,3,1125,362,0
3303,1.0,0,0,0,1,0,4,1.0,2.0,1,0,0,0,99,2,30,40,77,11
6477,4.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,35,1,7,1125,261,0
6968,6.0,1,0,0,0,0,2,2.0,1.0,1,0,0,0,185,2,3,60,86,8
956,1.0,1,0,0,0,0,2,2.0,2.0,1,0,0,0,250,2,7,120,0,0
7059,7.0,1,0,0,0,0,16,7.0,7.0,1,0,0,0,1099,15,3,1125,304,19
7032,7.0,1,0,0,0,0,10,3.0,5.0,1,0,0,0,400,8,28,1125,152,0
6094,3.0,1,0,0,0,0,2,1.0,2.0,1,0,0,0,179,2,1,21,247,500
4566,2.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,45,1,2,30,0,0
3114,1.0,1,0,0,0,0,8,3.0,4.0,1,0,0,0,1200,1,1,6,0,0
6169,3.0,1,0,0,0,0,16,3.0,4.0,1,0,0,0,1595,8,2,30,365,57
3143,1.0,1,0,0,0,0,6,1.0,1.0,1,0,0,0,600,1,14,14,0,0
8523,2.0,0,0,0,1,0,4,2.0,1.0,1,0,0,0,60,2,1,1125,119,0
2195,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,399,1,1,1125,0,0
802,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,1,1,14,0,27
3748,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,125,1,1,1125,0,2
6765,5.0,1,0,0,0,0,10,4.0,4.0,1,0,0,0,274,10,3,1125,321,9
33,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,179,1,2,1125,0,1
3858,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,250,1,1,1125,0,0
7618,21.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,68,2,1,1125,336,97
6757,5.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,111,3,1,1125,56,226
6404,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,70,2,2,1125,89,3
4865,2.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,90,1,1,6,0,2
6413,3.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,325,1,2,30,5,125
7952,51.0,0,0,1,0,0,16,4.0,4.0,1,0,0,0,989,16,1,1125,358,5
2519,1.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,94,2,3,365,76,102
4876,2.0,1,0,0,0,0,4,0.0,1.0,1,0,0,0,99,1,1,1125,61,178
4446,1.0,1,0,0,0,0,10,2.0,4.0,1,0,0,0,625,10,4,7,365,4
3371,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,78,4,1,30,100,105
1401,1.0,1,0,0,0,0,2,2.0,1.0,1,0,0,0,260,1,3,21,0,3
7322,11.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,120,4,2,93,34,70
8303,146.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,242,10,2,1125,336,26
3483,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,250,1,2,7,0,2
6518,4.0,0,1,0,0,0,1,1.0,1.0,1,0,0,0,18,1,2,14,62,1
2698,1.0,1,0,0,0,0,10,3.0,3.0,1,0,0,0,425,10,2,1125,334,75
393,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,105,3,3,60,7,22
4108,1.0,1,0,0,0,0,8,3.0,4.0,1,0,0,0,400,1,5,1125,140,1
7244,9.0,0,1,0,0,0,1,1.0,1.0,1,0,0,0,44,1,30,1125,156,1
7636,22.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,29,2,1,1125,66,46
4171,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,55,2,2,10,68,164
2237,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,40,1,2,1125,0,2
8307,146.0,1,0,0,0,0,6,3.0,2.0,1,0,0,0,92,6,2,1125,307,30
5660,2.0,1,0,0,0,0,6,1.0,3.0,1,0,0,0,150,5,2,45,350,164
4419,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,99,2,1,10,0,0
3562,1.0,1,0,0,0,0,12,3.0,4.0,1,0,0,0,700,10,2,1125,0,0
2270,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,260,4,2,60,140,47
1093,1.0,0,0,0,1,0,3,1.0,1.0,1,0,0,0,45,2,1,29,68,206
8238,144.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,125,4,2,1125,329,5
2099,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,1,1,9,0,2
4531,1.0,1,0,0,0,0,2,1.0,2.0,1,0,0,0,100,2,1,21,24,38
3391,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,350,1,3,1125,0,0
