,host_total_listings_count,room_type_1,room_type_2,room_type_3,room_type_4,room_type_-1,accommodates,bathrooms,bedrooms,bed_type_1,bed_type_2,bed_type_3,bed_type_4,price,guests_included,minimum_nights,maximum_nights,availability_365,number_of_reviews
5504,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,59,1,2,1125,0,0
561,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,450,1,2,1125,73,11
4658,2.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,197,4,180,360,142,3
2055,1.0,0,0,0,1,0,4,2.0,1.0,1,0,0,0,100,1,5,15,0,1
2739,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,125,1,1,15,364,0
7998,57.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,51,6,1,1125,18,76
390,1.0,1,0,0,0,0,12,4.0,6.0,1,0,0,0,600,1,2,1125,0,1
5240,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,57,2,2,365,301,27
1126,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,185,1,2,1125,0,5
289,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,85,2,1,30,17,9
7487,14.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,186,1,2,548,155,2
7231,9.0,1,0,0,0,0,14,5.0,6.0,1,0,0,0,495,6,3,10,82,14
1860,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,80,1,1,1125,49,4
2950,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,95,2,2,75,143,29
2619,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,598,1,2,1125,12,0
2717,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,32,2,2,4,112,17
4836,2.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,74,2,2,365,173,0
5116,2.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,177,2,1,60,12,489
1353,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,120,2,3,30,0,118
517,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,185,1,2,1125,283,22
539,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,250,1,4,7,0,0
8339,147.0,1,0,0,0,0,4,2.0,1.0,1,0,0,0,185,4,2,1125,167,9
2218,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,40,1,14,90,0,0
3955,1.0,1,0,0,0,0,10,3.0,3.0,1,0,0,0,155,3,1,15,152,49
3538,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,110,1,2,21,107,2
2516,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,150,1,2,7,240,43
1700,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,40,1,1,30,0,5
2377,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,85,2,1,60,53,164
935,1.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,35,1,2,10,61,143
233,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,74,1,30,210,94,3
7593,19.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,499,1,1,365,20,104
2047,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,150,1,2,1125,300,147
3895,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,69,1,3,1125,0,2
2477,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,95,1,1,1125,0,1
3436,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,120,1,4,1125,30,22
1985,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,90,4,2,1125,0,129
8766,1.0,1,0,0,0,0,4,1.0,3.0,1,0,0,0,95,1,30,1125,291,0
4052,1.0,1,0,0,0,0,3,2.0,2.0,1,0,0,0,200,1,2,1125,0,3
7441,13.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,94,1,1,1125,321,6
8653,1.0,1,0,0,0,0,11,4.0,5.0,1,0,0,0,497,10,2,1125,33,2
178,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,35,1,2,1125,0,1
1119,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,88,2,2,31,238,180
6397,3.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,125,2,2,90,110,248
7798,34.0,1,0,0,0,0,16,4.0,5.0,1,0,0,0,299,1,1,1125,333,0
2773,1.0,1,0,0,0,0,7,2.0,3.0,1,0,0,0,550,1,1,1125,353,35
2149,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,69,2,1,365,315,169
8582,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,125,1,2,10,11,0
2434,1.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,27,1,1,10,0,10
1135,1.0,1,0,0,0,0,8,3.0,4.0,1,0,0,0,475,1,2,1125,39,33
1340,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,75,1,1,1125,0,0
7386,12.0,1,0,0,0,0,7,3.0,3.0,1,0,0,0,169,1,2,1125,279,71
2913,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,90,1,2,1125,115,43
7917,46.0,1,0,0,0,0,10,6.0,4.0,1,0,0,0,2999,1,3,365,361,0
6696,4.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,75,2,1,1125,57,268
7934,46.0,1,0,0,0,0,20,6.0,6.0,1,0,0,0,3461,20,3,365,341,0
570,1.0,1,0,0,0,0,3,2.0,1.0,1,0,0,0,85,1,2,21,0,2
4395,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,40,1,1,14,0,5
2068,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,125,2,2,30,331,206
2011,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,115,1,2,21,106,377
1716,1.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,275,1,2,9,169,65
1673,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,99,2,2,7,0,0
2318,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,55,1,9,15,0,4
3433,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,112,4,2,1125,0,1
6074,3.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,95,2,1,1125,84,90
2998,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,90,1,1,5,0,6
8408,330.0,1,0,0,0,0,14,2.0,4.0,1,0,0,0,604,8,1,1125,365,0
668,1.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,149,1,6,12,0,1
8587,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,66,1,1,7,107,0
3502,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,42,2,1,27,30,198
3477,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,95,1,2,150,202,118
1474,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,79,1,1,7,161,4
6842,5.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,599,8,3,45,331,29
8052,77.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,389,10,1,365,323,20
3352,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,400,6,2,180,319,8
2501,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,150,1,1,1125,0,3
7867,41.0,1,0,0,0,0,12,4.0,4.0,1,0,0,0,1472,10,2,365,347,2
2400,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,150,4,2,1125,0,4
4152,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,350,1,2,10,79,0
1625,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,100,2,2,5,0,7
2865,1.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,150,3,2,10,79,19
1395,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,100,1,1,14,363,0
2211,1.0,1,0,0,0,0,10,2.0,4.0,1,0,0,0,325,10,2,1125,107,28
1899,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,300,1,1,1125,28,110
8735,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,369,1,2,1125,2,0
3058,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,125,1,2,30,0,6
1109,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,300,1,2,3,0,0
7191,9.0,1,0,0,0,0,12,4.0,6.0,1,0,0,0,498,10,3,1125,252,68
5774,2.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,1250,1,3,11,0,0
3785,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,80,1,1,5,55,17
1436,1.0,1,0,0,0,0,8,3.0,4.0,1,0,0,0,300,8,3,30,11,27
2261,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,110,1,1,3,0,0
6654,4.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,79,1,1,6,0,184
6353,3.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,225,3,1,8,0,3
2232,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,82,1,3,29,0,80
8235,144.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,137,4,2,1125,337,5
3643,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,150,1,1,1125,0,0
7344,11.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,165,4,2,180,272,6
6433,4.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,99,2,2,90,335,50
6099,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,50,2,2,7,0,16
2908,1.0,1,0,0,0,0,4,1.0,3.0,1,0,0,0,120,4,2,1125,0,11
0,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,195,2,2,30,313,165
4332,1.0,1,0,0,0,0,10,4.0,4.0,1,0,0,0,500,10,2,1125,142,7
7387,12.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,115,1,1,1125,257,18
7906,44.0,1,0,0,0,0,10,2.0,3.0,1,0,0,0,500,8,1,365,252,9
8149,79.0,0,1,0,0,0,1,2.0,1.0,1,0,0,0,16,1,29,1125,351,10
5442,2.0,1,0,0,0,0,7,2.0,2.0,1,0,0,0,150,7,2,7,6,8
4682,2.0,1,0,0,0,0,8,1.0,3.0,1,0,0,0,600,6,3,4,2,11
245,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,55,1,1,1125,129,120
6755,5.0,1,0,0,0,0,16,5.0,6.0,1,0,0,0,900,14,3,1125,313,0
2748,1.0,1,0,0,0,0,2,1.0,0.0,0,0,0,1,10,1,2,14,178,32
4706,2.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,114,4,1,1125,311,352
6445,4.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,125,1,1,1125,161,5
2260,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,37,1,1,7,46,356
3669,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,299,4,5,31,122,3
2376,1.0,1,0,0,0,0,7,2.0,3.0,1,0,0,0,515,5,2,31,31,105
8249,144.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,135,6,2,1125,342,0
6764,5.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,125,2,2,1125,84,55
4068,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,275,1,1,1125,0,0
6341,3.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,69,1,2,90,134,306
6306,3.0,1,0,0,0,0,10,2.0,2.0,1,0,0,0,196,4,1,60,77,0
7097,7.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,69,6,1,1125,333,58
618,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,99,1,3,1125,0,3
5418,2.0,1,0,0,0,0,4,3.0,2.0,1,0,0,0,155,3,30,365,321,9
6659,4.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,145,1,30,62,165,2
2963,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,55,2,2,1125,140,35
6986,6.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,150,1,2,1125,298,52
5769,2.0,1,0,0,0,0,8,3.0,3.0,1,0,0,0,399,1,2,365,20,2
372,1.0,1,0,0,0,0,6,3.0,2.0,1,0,0,0,525,4,2,30,355,23
3049,1.0,0,0,0,1,0,4,0.0,3.0,1,0,0,0,85,1,1,6,97,25
2721,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,277,1,2,1125,0,3
1359,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,204,4,2,1125,5,13
1974,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,215,1,10,21,0,3
6339,3.0,1,0,0,0,0,8,1.0,2.0,1,0,0,0,300,1,1,365,59,43
8120,79.0,0,1,0,0,0,1,1.0,1.0,1,0,0,0,16,1,29,1125,348,4
6875,5.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,65,2,1,1125,0,17
5174,2.0,1,0,0,0,0,4,3.0,2.0,1,0,0,0,425,1,1,1125,0,0
942,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,175,1,1,1125,365,0
846,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,250,1,3,15,0,0
7823,34.0,1,0,0,0,0,16,2.0,3.0,1,0,0,0,239,1,1,1125,333,1
3764,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,79,1,2,1125,0,15
2472,1.0,1,0,0,0,0,7,1.0,3.0,1,0,0,0,275,7,2,1125,0,2
5057,2.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,350,4,2,1125,178,18
7098,7.0,1,0,0,0,0,10,6.0,7.0,1,0,0,0,1550,13,1,1125,327,49
636,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,499,1,1,1125,0,0
7050,7.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,79,1,2,90,243,59
3344,1.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,300,1,1,3,349,0
2074,1.0,0,0,0,1,0,4,1.0,2.0,1,0,0,0,300,1,2,7,363,0
4723,2.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,99,2,1,30,69,17
1420,1.0,1,0,0,0,0,3,2.0,3.0,1,0,0,0,500,1,1,1125,0,0
7651,24.0,1,0,0,0,0,12,4.0,4.0,1,0,0,0,342,1,28,365,218,0
5566,2.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,100,1,1,1125,148,176
2965,1.0,0,1,0,0,0,3,1.0,1.0,1,0,0,0,85,1,1,10,0,1
8615,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,95,2,2,14,18,1
5218,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,80,1,29,1125,174,19
2991,1.0,1,0,0,0,0,7,3.0,2.0,1,0,0,0,999,1,1,1125,0,0
3491,1.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,199,1,2,1125,0,0
8255,144.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,114,2,2,1125,348,1
4339,1.0,1,0,0,0,0,9,2.0,3.0,1,0,0,0,240,6,2,14,0,30
3948,1.0,1,0,0,0,0,2,2.0,1.0,1,0,0,0,220,1,3,16,0,3
3749,1.0,1,0,0,0,0,3,1.0,2.0,1,0,0,0,195,1,1,1125,0,5
1322,1.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,850,1,7,14,0,0
657,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,500,1,2,8,0,0
8393,291.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,189,1,3,7,43,3
1594,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,100,1,1,1125,0,2
7481,14.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,139,2,1,14,0,8
225,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,77,1,2,15,335,218
4461,1.0,1,0,0,0,0,4,2.0,1.0,1,0,0,0,325,1,2,1125,21,3
4054,1.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,300,1,3,1125,0,2
2744,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,225,1,1,3,0,0
2956,1.0,1,0,0,0,0,4,2.0,3.0,1,0,0,0,99,1,3,20,0,1
5065,2.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,200,2,2,31,88,39
315,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,81,2,1,1125,273,0
1021,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,62,1,2,1125,55,147
3610,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,150,2,1,1125,252,148
3415,1.0,1,0,0,0,0,7,3.0,3.0,1,0,0,0,170,1,1,1125,140,30
1946,1.0,1,0,0,0,0,7,2.0,4.0,1,0,0,0,275,1,2,1125,323,77
1971,1.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,295,6,2,14,0,10
2165,1.0,1,0,0,0,0,5,1.0,2.0,1,0,0,0,275,5,2,1125,0,0
3825,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,135,1,3,14,79,4
4096,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,85,2,2,14,75,166
5318,2.0,1,0,0,0,0,5,1.0,2.0,1,0,0,0,399,4,3,18,244,0
4500,1.0,1,0,0,0,0,5,1.0,1.0,1,0,0,0,90,5,3,1125,0,54
2711,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,95,1,1,12,0,3
7299,10.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,51,1,1,1125,336,95
6758,5.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,800,1,1,29,48,0
6059,3.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,99,2,1,1125,139,154
346,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,92,6,2,1125,0,29
4513,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,70,1,1,1125,34,16
7070,7.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,325,1,6,6,0,2
2520,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,175,1,2,1125,8,7
273,1.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,75,1,4,1125,0,0
2180,1.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,57,1,1,1125,135,27
7242,9.0,1,0,0,0,0,2,2.0,0.0,1,0,0,0,130,1,1,1125,47,28
611,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,550,1,3,1125,0,0
4037,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,199,1,2,1125,0,6
8465,472.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,105,1,1,1125,19,1
8225,144.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,115,4,2,1125,331,17
7350,11.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,54,1,2,1125,258,74
4809,2.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,95,2,1,69,173,3
7094,7.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,140,2,2,30,64,5
8034,74.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,125,6,2,1125,12,162
814,1.0,1,0,0,0,0,2,2.0,1.0,1,0,0,0,145,2,2,1125,285,104
2696,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,60,1,2,5,87,0
6832,5.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,119,2,1,1125,38,53
6329,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,40,1,2,1125,132,3
4610,2.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,100,1,1,1125,112,243
7664,24.0,1,0,0,0,0,12,3.0,4.0,1,0,0,0,3470,12,3,365,314,0
922,1.0,0,0,0,1,0,6,1.0,1.0,1,0,0,0,175,6,2,4,0,1
2368,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,44,2,2,8,33,1
4299,1.0,1,0,0,0,0,8,4.0,3.0,1,0,0,0,125,8,1,1125,353,16
8213,144.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,116,2,2,1125,335,2
2346,1.0,0,0,0,1,0,3,1.0,2.0,1,0,0,0,79,2,2,1125,50,10
449,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,449,3,1,1125,0,0
164,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,65,1,2,2,5,15
2604,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,370,4,3,1125,321,34
381,1.0,1,0,0,0,0,8,3.0,3.0,1,0,0,0,999,1,1,1125,0,0
7748,33.0,1,0,0,0,0,6,3.0,2.0,1,0,0,0,155,5,2,1125,336,6
7144,8.0,1,0,0,0,0,5,3.0,2.0,1,0,0,0,275,2,2,6,172,2
5955,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,35,1,2,14,0,5
1563,1.0,1,0,0,0,0,8,3.0,4.0,1,0,0,0,1495,1,1,1125,0,0
8700,1.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,499,1,4,4,4,0
5875,3.0,1,0,0,0,0,16,4.0,5.0,1,0,0,0,595,16,2,30,226,82
7524,17.0,1,0,0,0,0,4,0.0,1.0,1,0,0,0,60,1,1,1125,327,116
7384,12.0,1,0,0,0,0,5,1.0,2.0,1,0,0,0,550,4,1,365,142,96
3768,1.0,1,0,0,0,0,4,2.0,3.0,1,0,0,0,489,1,4,1125,0,0
7847,37.0,1,0,0,0,0,16,2.0,3.0,1,0,0,0,339,1,1,1125,83,4
6223,3.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,50,4,1,1125,324,34
204,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,94,1,1,1125,0,0
4434,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,32,2,1,30,17,51
8490,653.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,189,1,2,7,51,1
8632,1.0,1,0,0,0,0,5,2.0,3.0,1,0,0,0,109,1,30,210,213,0
7648,24.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,150,1,3,1125,305,37
500,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,95,2,2,1125,357,5
8363,147.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,109,6,2,1125,261,6
5502,2.0,1,0,0,0,0,9,2.0,2.0,1,0,0,0,329,1,5,1125,0,0
5550,2.0,1,0,0,0,0,8,3.0,3.0,1,0,0,0,795,4,2,21,14,13
6754,5.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,90,1,1,1125,8,2
6389,3.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,81,4,2,1125,340,82
355,1.0,1,0,0,0,0,5,1.0,2.0,1,0,0,0,425,1,3,12,0,0
8479,653.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,189,1,3,7,56,3
3041,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,141,2,2,9,0,3
5820,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,50,2,2,1125,0,0
8248,144.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,125,4,2,1125,336,1
5973,3.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,20,2,1,1125,14,94
1162,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,80,2,2,30,58,47
964,1.0,1,0,0,0,0,10,4.0,6.0,1,0,0,0,750,1,7,1125,365,0
2536,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,90,1,2,7,33,25
4674,2.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,130,1,1,1125,1,2
3047,1.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,350,1,2,30,0,0
7976,51.0,0,0,1,0,0,16,2.0,2.0,1,0,0,0,489,16,1,1125,359,0
7232,9.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,159,4,5,365,268,51
4346,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,325,1,3,1125,89,0
6997,6.0,1,0,0,0,0,7,2.0,2.0,1,0,0,0,225,1,1,1125,5,3
3244,1.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,150,2,1,1125,0,2
8294,144.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,122,4,2,1125,322,17
1313,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,25,1,2,7,111,78
5113,2.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,119,2,80,80,82,0
7843,37.0,1,0,0,0,0,13,2.0,2.0,1,0,0,0,276,10,1,1125,91,5
940,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,350,1,4,14,0,0
7770,33.0,1,0,0,0,0,16,5.0,6.0,1,0,0,0,389,10,2,1125,313,68
4401,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,1,1,10,126,200
2875,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,35,1,1,1125,285,15
7413,12.0,1,0,0,0,0,16,5.0,5.0,1,0,0,0,200,5,2,1123,302,162
2602,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,57,1,60,180,6,24
5382,2.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,249,4,1,7,364,1
3639,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,135,4,2,1125,0,8
1684,1.0,1,0,0,0,0,6,3.0,4.0,1,0,0,0,299,1,2,1125,53,3
7450,13.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,34,3,1,1125,278,0
5262,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,34,1,15,1125,0,0
3237,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,50,1,1,30,31,4
8378,210.0,1,0,0,0,0,12,3.0,3.0,1,0,0,0,265,1,2,90,353,0
1055,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,105,1,2,30,38,86
5560,2.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,150,1,1,31,350,7
6538,4.0,0,0,0,1,0,4,1.0,2.0,1,0,0,0,125,3,2,20,54,8
1551,1.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,82,2,2,30,60,119
5532,2.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,1000,1,3,7,365,0
6824,5.0,0,0,0,1,0,7,1.0,1.0,1,0,0,0,85,2,1,1125,7,2
7249,9.0,1,0,0,0,0,1,1.0,1.0,1,0,0,0,95,1,30,365,333,6
1658,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,160,1,1,1125,0,0
4737,2.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,42,1,1,8,4,9
2445,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,60,1,1,1125,80,1
1047,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,75,2,3,21,176,19
4235,1.0,1,0,0,0,0,4,2.0,1.0,1,0,0,0,149,2,2,28,262,6
8035,74.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,95,1,1,29,285,32
2994,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,150,1,1,31,27,9
6280,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,88,1,1,14,356,113
5623,2.0,0,0,0,1,0,5,2.0,1.0,1,0,0,0,280,1,1,1125,365,0
1238,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,32,1,1,7,16,26
5369,2.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,250,1,2,31,45,14
2250,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,170,1,2,6,164,35
193,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,500,1,2,1125,0,0
1080,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,298,2,2,1125,357,51
